226,100,77,red
227,105,86,red
255,122,115,red
255,22,11,red
255,34,21,red
226,19,11,red
198,13,0,red
255,86,89,red
211,16,0,red
228,111,122,red
217,16,0,red
226,20,0,red
220,97,98,red
221,17,0,red
255,130,130,red
211,13,0,red
187,12,0,red
255,22,14,red
227,104,113,red
187,8,0,red
211,14,0,red
246,129,113,red
255,13,0,red
255,137,128,red
213,12,0,red
185,10,0,red
219,15,0,red
224,134,136,red
201,98,96,red
155,7,0,red
235,20,18,red
255,22,0,red
195,10,0,red
255,123,113,red
255,24,16,red
177,9,0,red
241,84,87,red
233,23,16,red
215,19,13,red
230,53,49,red
205,14,17,red
210,15,17,red
255,20,13,red
244,123,134,red
255,20,0,red
207,14,6,red
223,91,76,red
243,33,16,red
255,23,0,red
234,74,78,red
233,21,18,red
215,19,17,red
222,20,11,red
174,8,0,red
255,123,134,red
181,10,0,red
255,21,0,red
220,20,0,red
219,13,0,red
240,83,91,red
217,13,0,red
225,132,127,red
224,20,0,red
226,22,16,red
203,14,0,red
209,13,0,red
255,20,16,red
211,14,0,red
186,14,17,red
220,41,17,red
255,117,118,red
255,144,134,red
255,22,0,red
192,13,14,red
187,8,0,red
255,28,13,red
224,22,13,red
244,121,110,red
255,117,124,red
226,18,11,red
172,13,0,red
177,11,0,red
211,16,0,red
255,131,130,red
209,13,0,red
244,88,82,red
250,113,84,red
255,131,132,red
255,122,121,red
192,10,0,red
185,10,0,red
194,17,0,red
189,12,0,red
255,128,147,red
172,11,0,red
255,131,126,red
205,14,0,red
166,10,0,red
192,12,0,red
226,20,13,red
255,115,106,red
216,120,120,red
213,14,0,red
255,159,144,red
215,16,0,red
255,129,132,red
243,114,118,red
185,14,0,red
228,31,84,red
174,11,0,red
217,15,0,red
172,11,0,red
213,10,0,red
201,100,102,red
213,12,0,red
229,20,16,red
248,132,141,red
201,17,14,red
243,83,63,red
255,129,128,red
202,16,0,red
247,117,100,red
192,13,0,red
186,12,0,red
189,9,0,red
222,16,0,red
212,15,0,red
172,9,0,red
255,19,7,red
166,13,0,red
241,134,136,red
185,12,0,red
245,117,92,red
255,144,131,red
255,118,110,red
255,72,58,red
203,14,0,red
198,15,0,red
200,13,6,red
255,71,56,red
255,76,62,red
177,13,0,red
179,7,0,red
255,120,105,red
177,13,0,red
224,18,13,red
200,13,0,red
208,9,0,red
183,7,0,red
211,12,0,red
255,163,152,red
212,23,15,red
200,13,0,red
255,18,9,red
255,120,82,red
222,17,0,red
198,11,0,red
229,18,9,red
190,13,0,red
196,11,0,red
220,15,0,red
255,20,11,red
211,10,12,red
226,13,0,red
174,7,0,red
192,15,15,red
205,9,0,red
241,34,16,red
255,65,54,red
255,75,59,red
196,11,0,red
232,17,0,red
202,13,0,red
237,56,54,red
204,7,0,red
226,15,11,red
237,21,11,red
205,15,0,red
196,9,0,red
228,109,107,red
189,13,0,red
239,157,154,red
255,62,45,red
233,20,9,red
187,8,0,red
181,8,0,red
194,12,0,red
200,9,0,red
244,116,98,red
255,17,13,red
211,14,0,red
196,10,10,red
219,12,0,red
177,10,0,red
197,19,14,red
229,22,13,red
194,13,16,red
209,16,12,red
190,13,0,red
237,98,89,red
215,17,0,red
215,94,102,red
229,22,13,red
217,14,0,red
208,8,0,red
211,12,0,red
218,19,17,red
255,26,16,red
194,10,0,red
177,9,0,red
186,14,8,red
185,10,0,red
191,12,0,red
192,19,0,red
232,16,7,red
222,17,0,red
205,14,0,red
255,152,137,red
255,19,9,red
189,12,10,red
255,18,16,red
226,15,0,red
212,19,0,red
255,61,54,red
205,15,8,red
189,10,0,red
174,9,0,red
209,14,0,red
226,18,0,red
215,17,11,red
215,17,0,red
226,18,0,red
187,8,0,red
255,84,80,red
215,14,10,red
249,134,121,red
205,16,14,red
191,10,0,red
237,17,13,red
255,24,16,red
249,171,185,red
239,87,76,red
222,15,12,red
227,109,92,red
255,164,163,red
244,86,86,red
238,60,0,red
255,154,141,red
255,84,86,red
255,152,161,red
207,12,4,red
226,20,13,red
255,158,170,red
245,151,157,red
224,17,9,red
246,144,154,red
255,145,151,red
217,19,0,red
255,133,154,red
247,162,170,red
249,151,164,red
255,144,148,red
203,11,0,red
168,6,0,red
255,141,152,red
215,15,7,red
246,166,172,red
174,7,0,red
207,19,17,red
255,156,166,red
255,151,163,red
255,160,149,red
255,144,137,red
255,139,152,red
248,162,182,red
187,8,0,red
248,136,141,red
255,85,81,red
222,13,0,red
209,16,0,red
224,24,15,red
228,20,0,red
191,10,0,red
191,12,12,red
200,11,0,red
197,17,19,red
189,8,0,red
217,18,15,red
215,13,0,red
255,18,16,red
194,13,0,red
198,12,10,red
226,18,13,red
239,17,0,red
211,14,0,red
255,20,13,red
183,12,0,red
214,23,13,red
217,13,0,red
255,74,54,red
189,10,0,red
255,71,52,red
209,20,13,red
219,13,0,red
205,14,0,red
203,14,0,red
213,12,0,red
219,19,11,red
232,18,7,red
229,21,16,red
200,12,8,red
155,5,0,red
208,94,87,red
241,41,20,red
187,9,0,red
239,104,88,red
194,15,12,red
202,13,0,red
226,15,0,red
237,38,16,red
218,17,9,red
200,13,0,red
255,39,23,red
205,16,10,red
234,114,97,red
173,4,0,red
190,6,0,red
232,18,0,red
213,12,0,red
183,9,0,red
220,22,13,red
247,37,22,red
255,80,65,red
220,18,11,red
228,14,0,red
251,132,121,red
202,13,0,red
217,15,0,red
255,20,13,red
222,15,11,red
189,10,0,red
228,36,16,red
205,11,0,red
217,15,0,red
184,10,12,red
226,20,17,red
209,36,22,red
202,13,0,red
211,13,0,red
241,21,22,red
255,77,59,red
208,12,0,red
247,33,18,red
172,4,0,red
220,16,0,red
217,13,0,red
179,9,0,red
175,11,0,red
211,32,0,red
205,14,8,red
205,26,42,red
181,11,0,red
211,16,0,red
194,11,0,red
245,33,16,red
216,19,10,red
184,11,0,red
209,17,0,red
226,130,125,red
183,12,0,red
232,18,0,red
232,16,11,red
198,17,0,red
207,35,0,red
174,11,0,red
255,75,57,red
248,20,13,red
172,9,0,red
199,10,8,red
255,22,12,red
220,25,22,red
217,15,11,red
155,7,0,red
209,16,10,red
223,113,96,red
168,8,0,red
255,16,0,red
229,22,18,red
172,6,0,red
194,6,0,red
203,95,95,red
170,6,0,red
255,78,67,red
255,21,16,red
215,13,0,red
243,119,104,red
194,17,0,red
243,41,25,red
179,7,0,red
168,8,0,red
255,23,21,red
232,97,77,red
235,19,13,red
177,11,0,red
195,18,18,red
160,8,0,red
224,18,11,red
255,81,64,red
220,15,9,red
179,7,0,red
245,22,7,red
194,11,0,red
209,14,0,red
219,15,0,red
215,93,74,red
179,12,0,red
243,21,11,red
186,12,10,red
189,35,0,red
177,9,0,red
245,19,16,red
172,9,0,red
203,15,12,red
229,22,9,red
183,10,0,red
172,8,0,red
218,21,15,red
255,78,61,red
255,21,11,red
238,26,22,red
255,57,49,red
232,117,109,red
192,56,68,red
216,19,13,red
234,107,109,red
255,121,95,red
189,15,0,red
220,121,117,red
201,100,100,red
196,13,0,red
255,67,58,red
255,58,0,red
255,79,63,red
222,17,17,red
235,113,125,red
237,120,135,red
232,19,0,red
198,11,0,red
224,20,0,red
232,18,11,red
218,99,100,red
215,14,0,red
217,85,80,red
207,16,0,red
175,11,0,red
239,18,9,red
163,8,0,red
212,100,110,red
234,129,127,red
209,100,91,red
200,13,0,red
203,20,14,red
226,18,11,red
255,61,54,red
231,105,116,red
229,21,11,red
223,106,115,red
255,66,54,red
215,15,0,red
214,19,13,red
185,6,0,red
205,14,0,red
200,12,0,red
215,91,82,red
215,17,10,red
187,7,0,red
183,12,0,red
229,141,147,red
208,109,96,red
217,13,0,red
200,13,10,red
211,14,0,red
196,9,0,red
211,14,8,red
215,20,9,red
177,13,0,red
224,119,121,red
255,77,55,red
209,94,93,red
255,86,66,red
200,13,0,red
255,64,52,red
232,113,122,red
222,17,0,red
205,14,0,red
215,94,98,red
196,33,0,red
232,16,0,red
237,22,13,red
212,12,0,red
190,17,19,red
218,101,96,red
239,107,90,red
255,108,99,red
212,19,0,red
255,130,117,red
202,13,0,red
192,15,0,red
222,104,91,red
217,15,0,red
223,125,125,red
189,10,0,red
204,106,105,red
200,15,0,red
255,66,54,red
191,8,0,red
226,110,119,red
211,16,0,red
255,77,71,red
228,16,9,red
209,94,89,red
170,9,0,red
215,94,91,red
248,128,115,red
224,22,11,red
223,87,70,red
220,88,89,red
209,14,0,red
192,15,12,red
224,132,132,red
201,100,100,red
244,255,199,yellow
247,255,206,yellow
210,244,97,yellow
218,251,178,yellow
206,248,99,yellow
219,244,155,yellow
233,252,203,yellow
165,227,82,yellow
233,255,194,yellow
235,250,156,yellow
154,234,53,yellow
200,255,151,yellow
225,255,205,yellow
242,255,160,yellow
164,232,70,yellow
215,238,82,yellow
217,249,143,yellow
239,254,192,yellow
234,250,150,yellow
200,237,90,yellow
230,255,193,yellow
239,255,176,yellow
226,251,200,yellow
228,252,144,yellow
227,254,197,yellow
219,251,83,yellow
224,251,181,yellow
185,235,66,yellow
204,247,106,yellow
238,255,184,yellow
227,251,179,yellow
238,255,184,yellow
232,246,153,yellow
207,235,84,yellow
175,237,88,yellow
236,255,182,yellow
180,245,91,yellow
232,255,181,yellow
242,255,205,yellow
217,253,143,yellow
199,245,94,yellow
239,253,192,yellow
216,244,91,yellow
241,253,184,yellow
196,239,97,yellow
239,255,147,yellow
202,239,80,yellow
187,236,66,yellow
226,253,189,yellow
203,248,115,yellow
242,255,194,yellow
194,240,75,yellow
225,251,189,yellow
193,245,108,yellow
238,255,193,yellow
243,255,222,yellow
211,240,112,yellow
240,255,184,yellow
235,252,181,yellow
188,234,68,yellow
197,235,71,yellow
226,251,149,yellow
241,253,186,yellow
201,254,103,yellow
239,250,172,yellow
205,239,88,yellow
184,229,64,yellow
229,254,181,yellow
151,187,48,yellow
201,243,99,yellow
233,255,184,yellow
211,251,153,yellow
184,231,74,yellow
235,255,205,yellow
218,251,177,yellow
238,254,184,yellow
234,249,155,yellow
196,232,73,yellow
215,240,91,yellow
210,237,112,yellow
156,234,111,yellow
225,251,151,yellow
239,253,184,yellow
232,252,162,yellow
212,248,117,yellow
242,255,187,yellow
232,252,82,yellow
187,236,75,yellow
221,247,164,yellow
238,254,213,yellow
223,253,199,yellow
233,254,197,yellow
182,215,65,yellow
215,255,179,yellow
229,254,172,yellow
188,227,59,yellow
228,251,182,yellow
208,243,159,yellow
237,252,175,yellow
222,255,128,yellow
225,254,108,yellow
163,210,52,yellow
149,231,64,yellow
202,247,179,yellow
238,251,193,yellow
242,255,216,yellow
236,255,206,yellow
185,233,79,yellow
216,252,115,yellow
214,239,163,yellow
210,251,109,yellow
198,236,76,yellow
195,230,79,yellow
228,251,186,yellow
231,251,179,yellow
205,235,134,yellow
240,252,177,yellow
201,242,91,yellow
238,255,193,yellow
193,240,148,yellow
195,245,86,yellow
185,218,57,yellow
243,255,198,yellow
237,255,202,yellow
237,255,182,yellow
221,249,114,yellow
199,230,66,yellow
239,252,195,yellow
213,254,115,yellow
210,241,159,yellow
229,252,192,yellow
163,232,73,yellow
191,227,77,yellow
197,236,85,yellow
153,192,81,yellow
237,254,190,yellow
220,251,129,yellow
211,246,104,yellow
224,251,181,yellow
204,241,157,yellow
246,255,225,yellow
236,250,171,yellow
218,252,108,yellow
182,240,67,yellow
195,238,133,yellow
206,248,129,yellow
214,239,86,yellow
226,249,186,yellow
182,222,68,yellow
207,244,86,yellow
243,255,196,yellow
216,255,123,yellow
212,242,144,yellow
233,254,193,yellow
216,245,100,yellow
245,255,210,yellow
241,255,229,yellow
176,226,76,yellow
212,251,117,yellow
229,251,186,yellow
208,243,159,yellow
154,234,125,yellow
202,247,112,yellow
215,242,123,yellow
226,251,106,yellow
198,255,185,yellow
219,252,196,yellow
192,229,120,yellow
212,246,107,yellow
179,238,71,yellow
206,241,134,yellow
204,248,95,yellow
238,254,213,yellow
216,251,196,yellow
213,251,147,yellow
207,228,109,yellow
210,241,144,yellow
203,255,181,yellow
236,255,184,yellow
222,251,147,yellow
192,242,84,yellow
210,244,138,yellow
229,251,187,yellow
246,253,196,yellow
210,226,111,yellow
180,224,87,yellow
238,255,209,yellow
243,253,205,yellow
201,234,125,yellow
210,255,184,yellow
241,253,192,yellow
215,250,113,yellow
207,252,192,yellow
208,241,140,yellow
227,253,124,yellow
211,244,181,yellow
227,251,197,yellow
211,235,127,yellow
193,255,189,yellow
223,248,82,yellow
193,246,112,yellow
201,245,99,yellow
200,232,127,yellow
187,229,83,yellow
250,254,232,yellow
186,229,64,yellow
220,251,196,yellow
238,254,194,yellow
210,239,134,yellow
219,252,194,yellow
221,246,103,yellow
201,247,97,yellow
230,247,146,yellow
211,239,71,yellow
244,253,194,yellow
186,244,92,yellow
212,222,94,yellow
196,246,176,yellow
218,251,196,yellow
160,210,50,yellow
234,253,206,yellow
218,255,149,yellow
191,228,74,yellow
226,251,147,yellow
198,234,90,yellow
175,205,78,yellow
210,255,123,yellow
184,226,64,yellow
203,250,117,yellow
195,232,71,yellow
212,246,99,yellow
160,191,47,yellow
213,238,65,yellow
214,249,106,yellow
171,234,74,yellow
181,187,98,yellow
211,250,141,yellow
194,243,80,yellow
247,255,223,yellow
201,251,88,yellow
224,253,159,yellow
201,243,87,yellow
184,229,64,yellow
185,235,83,yellow
160,212,110,yellow
224,253,134,yellow
247,255,206,yellow
155,229,82,yellow
199,249,97,yellow
201,255,149,yellow
206,217,58,yellow
183,240,85,yellow
184,233,81,yellow
195,245,92,yellow
161,220,72,yellow
200,241,101,yellow
209,253,201,yellow
233,255,196,yellow
200,241,98,yellow
227,254,116,yellow
185,233,73,yellow
193,234,68,yellow
145,191,46,yellow
202,235,69,yellow
218,246,109,yellow
161,236,133,yellow
191,225,70,yellow
225,253,97,yellow
217,251,101,yellow
140,177,41,yellow
197,249,82,yellow
199,247,106,yellow
242,255,214,yellow
158,198,60,yellow
162,212,118,yellow
220,251,125,yellow
178,243,97,yellow
232,254,110,yellow
201,245,92,yellow
172,228,72,yellow
215,255,127,yellow
129,170,82,yellow
215,255,112,yellow
175,226,66,yellow
160,202,88,yellow
224,255,155,yellow
185,218,63,yellow
241,255,229,yellow
202,239,88,yellow
220,249,143,yellow
226,253,192,yellow
167,221,70,yellow
234,254,202,yellow
243,255,228,yellow
174,241,81,yellow
197,232,65,yellow
225,255,219,yellow
247,255,218,yellow
200,255,203,yellow
222,255,210,yellow
178,233,70,yellow
206,248,110,yellow
250,255,226,yellow
236,252,204,yellow
246,255,218,yellow
244,254,205,yellow
236,255,216,yellow
171,234,81,yellow
235,254,119,yellow
234,252,89,yellow
243,255,222,yellow
217,251,198,yellow
237,255,176,yellow
229,255,212,yellow
216,255,206,yellow
225,255,207,yellow
247,255,228,yellow
238,255,217,yellow
246,255,225,yellow
181,235,88,yellow
242,255,204,yellow
236,255,213,yellow
202,240,82,yellow
206,232,66,yellow
165,212,66,yellow
236,255,214,yellow
239,255,215,yellow
246,254,205,yellow
221,255,199,yellow
249,255,219,yellow
233,252,199,yellow
208,255,169,yellow
246,255,216,yellow
243,255,228,yellow
209,244,93,yellow
224,249,163,yellow
236,255,208,yellow
239,255,228,yellow
230,255,224,yellow
250,255,230,yellow
221,248,85,yellow
188,220,61,yellow
177,222,69,yellow
222,253,138,yellow
226,251,88,yellow
221,251,120,yellow
238,255,186,yellow
212,241,106,yellow
209,240,95,yellow
201,243,84,yellow
179,237,81,yellow
196,240,99,yellow
185,237,92,yellow
181,233,72,yellow
222,243,121,yellow
170,210,50,yellow
144,186,53,yellow
239,252,181,yellow
216,249,108,yellow
170,234,74,yellow
188,237,94,yellow
199,252,99,yellow
175,213,61,yellow
153,189,48,yellow
242,255,205,yellow
217,249,88,yellow
245,255,208,yellow
186,225,68,yellow
162,212,71,yellow
203,255,145,yellow
142,184,89,yellow
215,255,178,yellow
181,218,59,yellow
206,244,115,yellow
136,188,96,yellow
196,245,73,yellow
211,240,77,yellow
213,244,99,yellow
194,240,90,yellow
213,253,154,yellow
178,237,88,yellow
192,241,68,yellow
222,252,153,yellow
171,237,90,yellow
136,171,43,yellow
195,232,75,yellow
217,251,99,yellow
168,217,67,yellow
191,252,116,yellow
221,255,183,yellow
209,242,99,yellow
218,255,153,yellow
161,222,52,yellow
135,175,89,yellow
206,244,108,yellow
142,182,44,yellow
184,222,66,yellow
172,210,56,yellow
196,234,77,yellow
146,187,47,yellow
205,244,93,yellow
210,233,75,yellow
218,255,107,yellow
202,236,88,yellow
210,240,82,yellow
213,251,127,yellow
180,236,79,yellow
188,229,64,yellow
194,241,82,yellow
140,177,50,yellow
214,246,101,yellow
190,244,92,yellow
238,255,205,yellow
150,236,49,yellow
196,241,88,yellow
216,251,97,yellow
216,249,100,yellow
210,252,112,yellow
215,255,147,yellow
186,244,94,yellow
230,252,162,yellow
205,228,73,yellow
185,230,81,yellow
201,249,92,yellow
209,255,123,yellow
236,252,150,yellow
210,250,118,yellow
229,255,185,yellow
177,241,94,yellow
208,251,136,yellow
216,244,118,yellow
188,220,68,yellow
201,245,103,yellow
210,251,153,yellow
222,249,153,yellow
204,241,73,yellow
213,254,155,yellow
158,213,62,yellow
229,247,136,yellow
191,223,66,yellow
174,233,74,yellow
197,238,107,yellow
203,251,143,yellow
179,235,70,yellow
233,254,181,yellow
199,249,99,yellow
239,254,192,yellow
192,239,91,yellow
222,251,181,yellow
183,186,48,yellow
250,248,251,yellow
180,228,68,yellow
212,244,121,yellow
162,211,69,yellow
227,255,182,yellow
191,239,114,yellow
208,252,83,yellow
214,248,109,yellow
221,245,134,yellow
193,227,70,yellow
222,243,136,yellow
180,242,79,yellow
234,250,156,yellow
198,236,75,yellow
234,255,170,yellow
216,234,72,yellow
242,255,214,yellow
181,215,74,yellow
237,250,160,yellow
232,255,157,yellow
230,255,183,yellow
183,244,94,yellow
212,255,166,yellow
149,234,67,yellow
177,226,68,yellow
226,253,129,yellow
226,249,138,yellow
202,237,73,yellow
204,251,151,yellow
194,238,94,yellow
242,255,216,yellow
227,250,145,yellow
183,220,57,yellow
179,235,75,yellow
175,241,79,yellow
206,239,128,yellow
241,255,176,yellow
243,255,187,yellow
221,249,136,yellow
190,238,86,yellow
232,254,190,yellow
157,203,59,yellow
238,255,193,yellow
197,239,97,yellow
238,255,215,yellow
214,239,123,yellow
225,255,173,yellow
190,244,97,yellow
207,239,110,yellow
196,239,88,yellow
170,232,76,yellow
226,252,154,yellow
201,245,145,yellow
207,234,94,yellow
185,229,88,yellow
237,252,174,yellow
226,252,141,yellow
214,244,112,yellow
226,253,153,yellow
234,253,206,yellow
240,255,141,yellow
221,253,186,yellow
189,234,67,yellow
210,250,110,yellow
243,253,172,yellow
227,253,126,yellow
242,255,214,yellow
241,255,194,yellow
172,210,57,yellow
217,250,180,yellow
243,255,187,yellow
238,252,190,yellow
208,233,82,yellow
227,252,167,yellow
203,251,108,yellow
236,248,143,yellow
229,255,169,yellow
243,253,186,yellow
235,250,158,yellow
190,238,83,yellow
194,243,89,yellow
236,255,205,yellow
201,247,101,yellow
242,255,166,yellow
208,250,117,yellow
229,255,169,yellow
186,232,79,yellow
181,247,77,yellow
220,246,151,yellow
237,254,175,yellow
198,239,90,yellow
237,248,151,yellow
220,245,104,yellow
187,191,59,yellow
176,245,76,yellow
219,247,123,yellow
240,255,229,yellow
228,252,179,yellow
241,253,184,yellow
207,241,74,yellow
192,240,88,yellow
243,255,185,yellow
125,181,89,yellow
198,234,77,yellow
232,255,214,yellow
209,246,89,yellow
237,254,192,yellow
243,255,186,yellow
25,235,73,green
44,156,93,green
18,184,67,green
21,203,64,green
19,184,65,green
18,190,61,green
56,193,88,green
28,158,60,green
37,196,66,green
30,185,70,green
11,174,67,green
90,205,121,green
33,185,65,green
22,206,70,green
30,187,72,green
79,206,121,green
20,190,67,green
23,154,47,green
